ID_Destino,ID_Origen,Aereolinea,ID_Aereolinea
3092,3105,AI,218
1264,1415,CE,3613
664,1212,DY,3737
1200,302,HQ,2684
4120,3386,3U,4608
1056,1382,U2,2297
3406,3199,MU,1758
737,2985,SK,4319
3495,3484,UA,5209
3493,3670,AA,24
3731,3807,WN,4547
1665,1382,AF,137
580,1053,HV,5039
3384,2276,CI,1756
3131,3077,CX,1680
1212,8414,FR,4296
3385,3370,CZ,1767
9744,9739,4Y,1173
534,1218,LS,3026
2564,4209,G3,1790
6779,5645,SW,153
2851,2833,V0,1886
3591,3678,3E,10739
2009,2029,NZ,345
6739,3714,LW,3865
3524,3550,UA,5209
3759,3550,UA,5209
2597,2556,AD,13983
3370,3239,8M,3432
3120,6195,VN,5309
1005,580,AF,137
4216,3877,G4,35
1051,629,LG,3329
3469,3678,UA,5209
1562,1056,FR,4296
1688,1587,QS,5097
1829,3550,UA,5209
2910,2920,DV,4840
3383,3930,KE,3163
2372,3304,D7,2417
3678,4042,3E,10739
3369,4033,8L,2942
3536,3462,AA,24
6342,3404,G5,15837
3988,2471,AR,412
6360,3370,CZ,1767
342,349,LG,3329
4019,3597,LW,3865
2650,2452,LA,3200
1103,1638,TP,4869
2103,2131,Y9,3148
3830,1840,AA,24
2908,3885,KC,1006
3797,580,DL,2009
3645,4023,DL,2009
502,3998,DY,3737
2997,3089,6E,2850
580,1423,AF,137
238,210,AH,794
1212,552,BE,2421
523,1213,FR,4296
3382,6357,GS,690
1538,1519,IG,3463
3494,2789,UA,5209
666,340,LH,3320
3670,3770,AA,24
523,1452,LS,3026
1177,4059,KQ,3126
2279,2370,JL,2987
1796,1847,AM,321
1512,1386,TO,8745
1354,1324,AF,137
3370,3269,AK,576
1399,1273,A5,1203
1382,2954,B2,1478
1035,1036,BU,16508
1056,465,LS,3026
2635,2578,AD,13983
144,21,PD,4021
1055,603,FR,4296
1561,1529,AP,240
2609,2531,G3,1790
245,273,KQ,3126
6383,3364,MU,1758
2259,2264,GE,5038
679,1230,DY,3737
351,1613,4U,2548
599,601,EI,837
2560,2548,G3,1790
6103,2944,M9,3547
119,156,8P,3856
4315,523,LS,3026
1524,609,SK,4319
4330,3406,W5,3370
1472,1399,HQ,2684
3437,3670,AA,24
3339,3275,GA,2520
2680,2688,EQ,4863
3585,3469,UA,5209
3830,3825,AA,24
3394,3386,3U,4608
1821,3670,AA,24
1785,1847,Y4,5325
193,4069,AC,330
2378,2380,KE,3163
2967,3964,7R,1469
1264,1524,U2,2297
3646,3876,AA,24
2578,2619,AD,13983
1106,5674,VR,5041
348,1701,TK,4951
3104,3112,AI,218
3642,3876,AA,24
3533,2890,B6,3029
2688,2650,LA,3200
3793,3830,AA,24
340,3388,CA,751
3272,3885,BI,4255
1524,3494,LH,3320
2856,2830,V0,1886
1678,1452,AB,214
4041,3670,AA,24
3022,3093,AI,218
2291,2287,NH,324
3550,4063,UA,5209
4057,502,TCX,4897
100,146,AC,330
3858,3469,DL,2009
3241,3244,GA,2520
1230,1216,IB,2822
3992,3885,JL,2987
502,1054,DY,3737
3406,1107,ET,2220
596,3959,FR,4296
507,2988,UN,5067
2067,1701,TK,4951
3752,3533,AA,24
580,3752,AA,24
3714,3731,UA,5209
502,1562,BA,1355
3015,3131,6E,2850
1555,1194,AZ,596
3566,3533,FL,1316
490,3956,FR,4296
6411,3406,CZ,1767
2384,2322,NU,2990
340,1706,XQ,4573
675,1555,K2,2245
3494,3830,AA,24
193,1941,AC,330
3678,3855,WN,4547
178,49,AC,330
3453,3797,B6,3029
2467,2454,AR,412
599,1474,FR,4296
2188,799,EK,2183
3830,3759,AA,24
2131,2117,EP,2923
1767,3494,UA,5209
2279,1551,AZ,596
6118,2937,IOS,2951
1613,4322,OS,491
2381,3406,MU,1758
146,1353,TS,1317
3383,6347,9C,15999
4034,3566,FL,1316
3830,1804,AM,321
1995,1989,VT,692
3714,1701,TK,4951
156,3930,AC,330
2072,1107,AC,330
6381,3370,CZ,1767
2812,2792,AM,321
6348,3364,CA,751
3364,3374,CA,751
295,1157,8U,32
4013,3316,J8,1508
3370,6400,CZ,1767
1539,517,FR,4296
1551,1678,LX,4559
3320,6324,Q6,753
699,668,W6,5461
3589,3646,B6,3029
373,1737,W6,5461
2307,2384,NH,324
3646,3747,FL,1316
5,3,CG,1308
4014,3747,FL,1316
3448,1638,S4,4304
111,1382,TS,1317
2650,2665,H2,4737
3751,5723,ZK,2607
1476,3941,A3,96
1871,3682,AF,137
3928,3157,QZ,2857
1200,535,LS,3026
3484,193,AA,24
1562,1489,FR,4296
5498,128,4K,29
3784,3484,AA,24
3682,599,AF,137
7490,2057,GF,2638
3371,3077,CX,1680
460,3953,BT,333
6399,3382,MU,1758
2985,1208,SU,130
3035,3304,AK,576
521,1354,U2,2297
737,1382,AF,137
4327,637,WF,5439
3257,3258,JT,3290
1200,502,BA,1355
2177,3980,IY,5496
3645,4046,DL,2009
1229,737,IB,2822
1382,1354,AF,137
2131,2136,IR,2922
599,1354,EI,837
2551,2607,AD,13983
1214,1382,IB,2822
1545,1529,AZ,596
1055,1251,FR,4296
1218,657,FR,4296
2072,11051,QR,4091
1715,534,LS,3026
1665,1212,U2,2297
3232,3224,W9,970
346,580,KL,3090
3885,4108,SC,4599
3862,3876,AA,24
1706,1613,XQ,4573
3371,3373,CZ,1767
309,3998,HQ,2684
2096,2082,SV,4533
737,714,W2,18553
146,3645,AA,24
3364,4120,CA,751
4041,6505,G4,35
908,907,P0,4066
3024,3406,UL,4349
146,1910,AC,330
182,146,AC,330
502,666,DY,3737
3691,3877,G4,35
3330,3326,QF,4089
1032,1033,BU,16508
346,1229,AB,214
6380,3385,CA,751
1767,1871,CM,1889
2985,2955,SU,130
3998,393,X3,2681
193,3861,AC,330
3379,2372,BX,5982
2279,2246,DL,2009
1074,1526,AT,4248
7087,7199,7H,16726
1110,1107,ET,2220
897,273,3G,595
337,1055,DE,1868
1382,1636,U2,2297
304,1055,FR,4296
3400,6393,CZ,1767
3131,3024,MJ,3342
4024,1957,9N,19810
1128,4057,M4,15893
6347,6346,CZ,1767
7252,5492,WJ,5399
1696,345,PC,3926
3316,346,SQ,4435
1590,1197,CY,1942
1074,1386,AT,4248
4144,6344,GS,690
3502,3559,WN,4547
1409,1386,A5,1203
350,580,KL,3090
3533,2899,NK,4687
3941,1465,A3,96
1458,517,FR,4296
3125,3930,KE,3163
629,1200,LG,3329
478,507,AA,24
2221,5951,PK,3871
3885,4000,TG,4940
2429,2397,5J,1683
3205,3201,VJ,5651
3387,4144,3U,4608
3691,3670,AA,24
669,603,FR,4296
3081,3112,SG,4375
7447,344,AB,214
2638,2612,AD,13983
3550,1863,UA,5209
3484,7122,ZK,2607
442,460,2N,3652
1852,345,AB,214
502,520,U2,2297
1701,1074,AT,4248
1960,5877,FJ,879
3371,6384,KY,13704
1055,523,FR,4296
304,1515,FR,4296
1754,5807,9Q,3835
2275,3395,3U,4608
490,1715,TCX,4897
3928,2276,BR,2091
3387,2276,AE,3392
3797,1926,B6,3029
2276,3372,BR,2091
2324,2359,NH,324
3448,1633,S4,4304
3199,3035,AF,137
3368,4030,GS,690
2895,2851,7I,18944
9,3997,GL,921
3645,3576,AA,24
636,478,SK,4319
193,3731,AC,330
2954,1701,B2,1478
2893,2907,LI,3251
3673,3582,B6,3029
2976,340,T5,5083
3561,3520,AA,24
178,3469,AC,330
1550,346,EN,807
1382,1606,AF,137
582,586,HV,5039
517,1055,FR,4296
1418,1066,FR,4296
6347,3386,9C,15999
1847,1858,Y4,5325
3373,3406,9C,15999
1354,1218,IB,2822
1625,1629,SP,4429
666,1218,IB,2822
3830,3858,AA,24
1229,1636,FR,4296
2397,3269,5J,1683
345,608,BA,1355
373,1663,W6,5461
304,699,FR,4296
178,3839,WS,5416
246,1044,2J,470
4356,3484,AA,24
3577,3876,AA,24
49,3751,AC,330
3577,3645,DL,2009
2188,1229,EK,2183
1367,5673,FR,4296
737,628,SK,4319
3596,3484,UA,5209
3941,1128,A3,96
3395,9310,3U,4608
2962,4363,6W,4805
1639,1629,SP,4429
3670,3876,AA,24
2881,146,AC,330
1555,1423,LX,4559
1701,3992,NH,324
3093,3015,6E,2850
1678,352,LH,3320
1386,3941,TO,8745
1230,488,IB,2822
2912,2908,KC,1006
3973,3953,A9,2538
216,237,AH,794
3462,3467,AA,24
521,599,EI,837
1628,1625,SP,4429
3520,3641,AA,24
3670,3720,AA,24
1264,1399,A5,1203
3374,6387,CZ,1767
3392,2276,SC,4599
2948,2992,SU,130
984,977,TM,9541
906,907,P0,4066
345,1051,AB,214
345,488,4U,2548
522,580,AZ,596
6146,4029,I8,18828
3494,3849,UA,5209
1722,1682,TK,4951
3797,2988,UN,5067
6410,6943,BK,4026
4075,1978,VT,692
3685,3682,AF,137
6359,3395,CZ,1767
1066,1074,AT,4248
3645,4017,DL,2009
3825,3849,FL,1316
3391,2378,FM,4609
1739,1682,QR,4091
2874,1762,LI,3251
1678,3752,AA,24
4052,3361,VA,5360
2657,2650,LA,3200
1253,1386,IB,2822
11051,3024,QR,4091
1524,1468,U2,2297
1846,1852,VB,10646
5583,5581,WF,5439
2188,1175,EK,2183
3093,3042,6E,2850
9,8,GL,921
2997,893,AI,218
4030,3371,BK,4026
599,514,EI,837
304,1519,FR,4296
1569,1737,JP,83
5527,160,JV,1434
253,302,LH,3320
3239,3222,W9,970
1353,691,FR,4296
3395,3406,3U,4608
1561,3986,3L,2916
813,881,BP,683
738,746,DC,2585
1386,1587,TO,8745
1057,1054,AT,4248
3998,465,LS,3026
2789,3550,UA,5209
3691,3550,UA,5209
1555,668,W6,5461
3712,3488,DL,2009
1474,737,DY,3737
3375,3378,CA,751
347,1218,IB,2822
5632,951,DT,5133
1739,340,AB,214
210,1399,AH,794
580,503,AF,137
1222,591,HV,5039
2773,580,KL,3090
3125,8076,FZ,14485
3386,7503,G5,15837
3875,3646,3M,20710
1688,517,ZB,220
3550,3484,AA,24
2789,2801,LA,3200
2287,2933,HZ,4808
1678,7447,TU,4870
1103,350,X3,2681
5739,4021,9K,1629
3876,4016,AA,24
2322,3406,JL,2987
7162,3531,2O,146
3384,3373,CZ,1767
2994,3131,6E,2850
999,1382,AF,137
72,136,J3,3734
668,491,W6,5461
4317,1657,PC,3926
1525,415,FR,4296
3399,6406,CZ,1767
3458,3849,WN,4547
3876,3811,AA,24
2131,2106,EP,2923
1957,4279,9N,19810
178,33,WS,5416
1610,340,LH,3320
629,1226,LG,3329
548,1376,FR,4296
4367,2961,DV,4840
469,1452,TO,8745
2397,3266,Z2,9764
16,302,FI,2835
280,245,ET,2220
340,608,LH,3320
4091,340,DE,1868
1353,6492,AH,794
1760,346,AB,214
6505,3880,G4,35
340,1055,DE,1868
1354,1665,LX,4559
629,346,LG,3329
8876,3375,CZ,1767
4119,1701,TK,4951
3820,3533,WN,4547
669,517,FR,4296
2347,2326,FW,2826
1665,346,LH,3320
535,1715,U2,2297
1562,669,FR,4296
2287,4381,HD,2765
799,893,MK,1057
1165,1187,ET,2220
3711,3645,DL,2009
3366,3364,CA,751
3484,2397,PR,3952
6150,2975,HY,5281
599,1246,FR,4296
517,1626,FR,4296
2531,2564,AD,13983
3275,3304,AF,137
1555,3988,AR,412
3849,3448,B6,3029
1948,3576,AA,24
4308,3379,CZ,1767
156,3364,AC,330
2912,2948,SU,130
1701,1246,TK,4951
1354,302,SN,1531
3370,6379,CZ,1767
879,881,BP,683
1563,609,IB,2822
302,1706,PC,3926
1094,1084,DN,17094
3341,3316,ET,2220
502,1587,U2,2297
3399,3394,CZ,1767
3728,2276,CI,1756
3131,2082,SV,4533
5586,636,WF,5439
3373,2275,FE,4044
2856,2860,V0,1886
3361,6302,ZL,4178
1701,1569,JP,83
2281,3942,BC,4740
1957,1852,9N,19810
1353,340,ET,2220
609,612,DY,3737
1836,3830,AA,24
1694,4317,PC,3926
3322,3077,AY,2350
1474,1613,AB,214
2997,3977,IY,5496
1783,1824,4O,17885
2397,2179,EY,2222
2030,2042,NZ,345
2023,2006,NZ,345
3878,3861,FL,1316
3670,3612,AA,24
3462,3747,FL,1316
3361,3484,AA,24
4330,7490,IR,2922
1253,1353,FR,4296
6021,2397,2P,897
1458,478,LS,3026
1845,1804,AM,321
2179,3830,AA,24
669,636,DY,3737
7096,7213,4Y,1173
2191,2990,G9,329
3339,3363,ZL,4178
1423,1590,U2,2297
4167,3633,G4,35
5444,5442,GL,921
3384,3394,CA,751
6152,1524,HY,5281
6085,2910,KC,1006
1353,1418,AF,137
1353,1280,AF,137
2948,6089,J2,197
4059,1038,KL,3090
3263,4056,BI,4255
1539,1246,FR,4296
3906,3275,GA,2520
6185,8892,Q2,13108
2531,2537,AD,13983
2564,2560,ET,2220
346,3998,AB,214
1231,344,AB,214
3374,4380,CA,751
3752,73,AA,24
176,49,4N,341
3394,3384,CA,751
3673,3877,FL,1316
490,1270,FR,4296
1587,1678,LX,4559
666,687,BM,312
6367,3379,CZ,1767
737,688,2N,3652
2979,2912,7J,9531
1772,1892,AV,515
3035,3364,CA,751
679,3364,CA,751
3322,3321,JQ,3052
797,815,SA,4305
1264,1230,V7,20577
3404,3374,CA,751
1190,346,LH,3320
3752,3608,AA,24
5864,1959,GZ,4234
3494,2279,NH,324
2207,3797,PK,3871
1835,3484,Y4,5325
3747,3752,FL,1316
4090,2429,5J,1683
3940,3919,QG,19305
1538,1230,FR,4296
6311,3341,QF,4089
2275,6392,AE,3392
3144,3885,TG,4940
490,340,BM,312
1153,1154,8U,32
3388,4120,CA,751
1613,2279,NH,324
1474,1525,FR,4296
3797,273,W3,20976
1517,1562,FR,4296
3269,3275,AK,576
6341,6954,KN,10741
3069,2191,G9,329
5497,160,MO,502
2279,2397,5J,1683
3462,3456,AA,24
2940,1486,EL,336
3670,1824,AA,24
1800,3682,AF,137
337,523,FR,4296
665,647,WF,5439
9272,1682,TK,4951
3364,6434,CA,751
1367,1745,FR,4296
1957,1892,AV,515
1555,1636,AZ,596
351,580,AZ,596
3849,3751,FL,1316
6343,6341,KN,10741
1824,3988,AM,321
2940,3972,WU,13757
4162,298,ET,2220
2618,2545,G3,1790
3393,3370,3U,4608
3797,178,AA,24
351,1561,AB,214
210,1218,AH,794
6341,6367,KN,10741
890,891,C8,1750
6008,3386,KE,3163
373,1662,W6,5461
4352,4374,Y7,13088
2997,3077,9W,3000
154,55,7F,2354
1056,1052,NT,1539
1386,221,AH,794
6718,5966,7H,16726
3399,4108,CA,751
2378,3391,FM,4609
2179,3131,9W,3000
2194,2207,NL,4311
4350,637,WF,5439
3536,3861,AS,439
143,193,AC,330
345,1359,4U,2548
3473,3858,DL,2009
2191,2060,G9,329
3453,3462,AA,24
2497,2496,8R,5188
344,1055,AB,214
664,609,SK,4319
1474,580,HV,5039
8266,1701,8Q,3788
3456,3720,AS,439
1817,3484,AS,439
3645,193,AC,330
210,1320,AH,794
31,178,WS,5416
3374,3269,AK,576
178,3536,DL,2009
3877,3498,G4,35
3157,3186,DD,3674
675,657,FR,4296
3846,3670,AA,24
1550,340,EN,807
3406,6360,HO,3081
5595,1212,DY,3737
3498,3751,F9,2468
6342,6345,GS,690
2851,3797,AA,24
609,585,HV,5039
1774,3576,AA,24
6954,4078,IOS,2951
1231,345,AB,214
3495,3577,AS,439
3382,3035,MU,1758
2288,3942,NH,324
2176,2219,PK,3871
49,3494,AC,330
3239,3205,VN,5309
3747,3678,FL,1316
2903,2877,XV,16844
6361,3393,3U,4608
3375,2268,AE,3392
302,1509,KM,242
3807,3751,UA,5209
1960,3728,FJ,879
3670,3636,AA,24
3494,3585,UA,5209
1824,346,LH,3320
2048,3093,4Q,10758
3930,3379,KE,3163
1450,580,HV,5039
3181,3885,TG,4940
3199,6195,VN,5309
3453,3467,WN,4547
1157,1128,8U,32
1225,585,FR,4296
3469,6133,UA,5209
3956,535,FR,4296
3391,6347,9C,15999
6385,3374,HU,2660
4206,3304,Z2,9764
2947,1590,PS,5282
2359,2291,NH,324
2059,2064,SV,4533
3973,1701,KK,995
6505,3598,G4,35
507,350,4U,2548
2923,2934,R3,1287
2397,4204,2P,897
1084,1229,IB,2822
1196,1613,OS,491
1824,3682,AF,137
502,1064,TO,8745
2188,3361,EK,2183
469,1218,FR,4296
210,2170,AH,794
4144,6347,9C,15999
1229,1234,AY,2350
494,1606,FR,4296
1960,1968,SB,139
4300,3157,DD,3674
797,865,SA,4305
109,136,J3,3734
2882,193,AC,330
772,3998,ST,2547
302,1636,FR,4296
1226,337,DE,1868
6054,2709,9R,4691
2914,7563,EG,2989
344,1701,TK,4951
2899,3752,AA,24
1075,478,TO,8745
2988,8076,UN,5067
298,260,ET,2220
2564,2440,G3,1790
3930,2340,KE,3163
3930,3370,CZ,1767
156,184,8P,3856
3645,3747,DL,2009
1587,1206,OK,1946
5596,5594,W2,18553
1783,1825,VB,10646
5582,634,WF,5439
1555,2948,AZ,596
1448,355,FR,4296
3797,16,FI,2835
1051,346,AB,214
609,674,SK,4319
1852,3714,UA,5209
293,1435,TU,4870
2064,2066,SV,4533
3670,3473,AA,24
4106,5500,JB,2731
3877,3690,WN,4547
1701,2910,KC,1006
8428,2975,UR,15814
1794,1804,AM,321
2908,6084,DV,4840
3988,1852,AR,412
1264,1074,AT,4248
73,117,AC,330
1452,302,A3,96
373,7821,ST,2547
340,178,AC,330
1638,1665,AY,2350
3621,3462,AA,24
3533,3682,AF,137
1229,1157,LN,3258
5796,1701,TK,4951
3410,2082,E5,16963
3550,3848,UA,5209
2564,2555,G3,1790
6385,3386,MU,1758
2042,3320,NZ,345
6368,3379,3U,4608
4362,2948,5N,503
3953,346,AB,214
1587,1701,TK,4951
6157,2988,UR,15814
2545,2442,AR,412
2072,3484,SV,4533
3341,6256,ZL,4178
1761,3797,B6,3029
3077,2246,UA,5209
6434,6341,KN,10741
3876,1926,AA,24
5832,1776,CC,221
507,1701,AA,24
666,663,SK,4319
1057,1216,IB,2822
245,886,L6,16942
1613,1538,OS,491
2074,210,SV,4533
507,287,TU,4870
1194,1555,AZ,596
1382,3536,AF,137
3682,3641,AF,137
2948,415,OV,2218
1229,1367,FR,4296
155,4239,HW,2748
3469,3949,UA,5209
3942,2312,NH,324
495,498,BE,2421
3941,1551,AP,240
1212,5595,DY,3737
3626,3646,DL,2009
1525,1252,FR,4296
1529,1229,IB,2822
1678,1506,2L,2750
3830,3458,AA,24
679,585,W6,5461
2581,2564,G3,1790
2939,3941,PS,5282
1638,345,TP,4869
1230,1423,U2,2297
520,491,BE,2421
6714,3571,7H,16726
3941,1229,A3,96
668,679,LO,3210
3566,3660,WN,4547
3645,3712,DL,2009
1678,1335,LX,4559
3121,3199,NX,316
2885,3494,UA,5209
3714,3817,UA,5209
3387,6355,NS,16136
8200,8199,4Y,1173
2041,2006,NZ,345
3486,3877,UA,5209
11051,2207,PK,3871
3858,3717,DL,2009
4029,6485,3R,3545
1847,1824,4O,17885
3391,6355,9C,15999
260,248,W3,20976
156,1824,AC,330
344,1555,4U,2548
3998,1636,FR,4296
2397,2064,PR,3952
3469,3849,UA,5209
535,691,FR,4296
1157,1074,8U,32
3687,1804,AM,321
1382,146,AC,330
4380,3385,JD,6557
1569,548,U2,2297
416,421,AY,2350
3678,193,AC,330
8407,3370,CZ,1767
2035,2042,NZ,345
1665,1739,F7,2420
1130,1128,M4,15893
4029,6083,UN,5067
1114,1107,ET,2220
1198,699,FR,4296
3484,3364,CA,751
4317,352,4U,2548
2899,2881,3S,11741
1353,1253,FR,4296
2985,2993,SU,130
3690,3462,WN,4547
2981,4029,3R,3545
6,5,PX,328
1423,1225,AB,214
4029,2962,S7,4329
1561,671,W6,5461
1923,146,AC,330
3260,3257,JT,3290
1701,2564,TK,4951
16,337,W2,18553
4029,1665,LX,4559
3536,1840,AM,321
122,178,AC,330
3361,3940,GA,2520
2688,1824,AM,321
6355,3395,CA,751
4019,3536,DL,2009
1354,664,DY,3737
1218,548,FR,4296
6434,3379,FM,4609
2176,6776,PK,3871
1354,1322,AF,137
1555,3964,AZ,596
1636,340,LH,3320
1367,1562,FR,4296
2937,2935,2G,1654
662,665,WF,5439
2539,2578,AD,13983
4331,2176,EP,2923
2082,2074,SV,4533
3400,3370,CA,751
3385,4380,JD,6557
3714,1767,UA,5209
1897,1754,JY,14849
1682,340,TK,4951
3878,3469,UA,5209
4057,2176,MS,2143
2177,1382,AF,137
3682,3717,AF,137
2430,2372,PR,3952
1688,582,HV,5039
3364,6430,CA,751
811,797,SA,4305
4016,3876,AA,24
3550,3714,UA,5209
467,507,AA,24
3370,3361,CZ,1767
1102,1105,VR,5041
295,1382,FS,4513
3494,507,AA,24
4302,3394,CZ,1767
156,3370,CZ,1767
1399,1452,HQ,2684
3585,3751,F9,2468
3585,3626,DL,2009
3304,2176,KU,3179
665,1200,DY,3737
6434,3382,MU,1758
635,641,WF,5439
2948,8076,UN,5067
3370,3339,CZ,1767
6354,3077,CZ,1767
5571,529,LM,3287
6353,3368,BK,4026
4030,3375,CZ,1767
491,599,FR,4296
2191,2207,PK,3871
337,2177,ST,2547
6079,2899,WM,16149
478,1230,FR,4296
1852,73,WS,5416
2072,2194,WY,3778
502,2188,EK,2183
3714,3486,UA,5209
3494,1780,UA,5209
3077,340,CX,1680
2359,2378,JL,2987
2610,2522,AD,13983
179,156,AC,330
4083,6505,G4,35
502,3156,BA,1355
2899,1382,AF,137
2883,3682,DL,2009
16,340,FI,2835
3877,3829,FL,1316
1386,1555,IB,2822
2762,3576,AA,24
4033,3381,8L,2942
1353,1324,AF,137
4380,3390,CA,751
507,1128,BA,1355
1587,1246,OK,1946
1335,220,AH,794
3550,3646,UA,5209
7252,5502,WJ,5399
1785,1852,Y4,5325
345,1418,A5,1203
2944,3986,WU,13757
3646,3858,DL,2009
6345,3391,FM,4609
1200,1555,OU,1925
210,221,AH,794
146,1354,TS,1317
2310,2279,GK,14118
340,1715,DE,1868
1701,1688,8Q,3788
1472,352,DE,1868
2789,2709,AV,515
2188,3980,EK,2183
3196,3199,BL,3850
1959,1958,GZ,4234
3764,7208,7H,16726
918,930,MD,1066
3973,580,A9,2538
1682,4315,PC,3926
345,502,U2,2297
1555,1359,AF,137
478,2179,EY,2222
3520,4011,AA,24
669,1212,FR,4296
3484,737,DY,3737
1222,1515,FR,4296
7532,2537,AD,13983
2874,2875,BW,1663
415,413,W2,18553
6430,3393,CZ,1767
1107,273,ET,2220
3473,3461,K5,10765
344,1561,4U,2548
2899,3714,UA,5209
2249,4076,ON,3618
3388,3404,CA,751
1359,1399,A5,1203
523,1715,LS,3026
1561,2945,WU,13757
2170,3830,AA,24
3988,1229,AR,412
1584,2948,UN,5067
6276,3324,ZL,4178
5895,5906,NF,524
494,1225,FR,4296
1701,4315,8Q,3788
2096,2191,G9,329
346,1665,LH,3320
1636,2560,TP,4869
421,1678,AB,214
6742,3774,AS,439
3093,3136,6E,2850
3288,3903,JT,3290
1761,193,AC,330
3484,2359,DL,2009
2188,2234,EK,2183
146,3714,AC,330
3857,3646,FL,1316
3992,3404,CA,751
1678,1657,LX,4559
7447,469,TCX,4897
168,156,AC,330
3542,3682,AF,137
1739,3941,A3,96
3304,2279,AA,24
3298,3303,AK,576
3570,1382,AF,137
1701,350,TK,4951
1335,5552,AH,794
2287,2327,HD,2765
599,1665,EI,837
3462,3949,AA,24
3395,9843,HO,3081
342,3494,LH,3320
1418,599,FR,4296
3646,3875,3M,20710
1926,3797,B6,3029
49,16,FI,2835
2378,2359,JL,2987
3550,1774,UA,5209
6926,1971,VT,692
1205,342,4U,2548
3375,3374,CA,751
2106,2131,EP,2923
4159,3931,K8,11808
521,580,KL,3090
2188,2134,EP,2923
3373,4120,CZ,1767
340,609,CA,751
988,984,TM,9541
3550,1836,UA,5209
2545,2581,AD,13983
3645,3682,AF,137
245,298,ET,2220
3861,3690,WN,4547
2207,2221,I6,10955
337,2985,SU,130
2894,3576,AA,24
1386,636,DY,3737
4034,3747,FL,1316
2057,3136,GF,2638
4091,490,U2,2297
2188,2072,EK,2183
2562,2578,AD,13983
5,5419,PX,328
3364,4110,CA,751
3751,3542,F9,2468
3775,3550,UA,5209
1567,1657,W6,5461
3043,3131,6E,2850
3998,608,FR,4296
534,1054,LS,3026
7056,4017,G4,35
6084,2908,DV,4840
608,1553,FR,4296
1056,1562,FR,4296
1059,248,E2,20047
2170,3941,RJ,4259
2287,2290,JL,2987
3901,3903,JT,3290
3582,3577,AA,24
3395,6407,CA,751
3364,3386,CA,751
1555,1587,AZ,596
351,644,AB,214
2578,2554,AD,13983
6026,2397,2P,897
3646,3857,FL,1316
3240,3247,GA,2520
6376,3382,3U,4608
3596,3462,AA,24
1629,1628,SP,4429
2985,7447,UN,5067
1587,1561,W6,5461
1638,287,TU,4870
599,520,EI,837
1738,507,AA,24
687,1555,DY,3737
1084,210,AH,794
1415,1218,IB,2822
3670,2851,AA,24
1107,813,ET,2220
2207,609,PK,3871
3379,6743,GS,690
1824,580,KL,3090
2072,3105,SV,4533
502,1324,U2,2297
3940,2276,BR,2091
5503,6789,WJ,5399
1821,3747,Y4,5325
1761,146,TS,1317
7313,2762,Z8,603
3542,3751,F9,2468
3903,3288,JT,3290
1253,502,FR,4296
3849,3484,UA,5209
1472,591,HV,5039
1590,2997,LY,2150
3399,6346,CZ,1767
49,178,4N,341
1251,1054,FR,4296
4029,1550,S7,4329
3393,6361,3U,4608
3977,5954,FO,476
5419,5,PX,328
2397,2402,2P,897
1468,3941,A3,96
2123,2072,SV,4533
1218,193,AC,330
893,1524,IG,3463
629,1321,LG,3329
302,1231,HQ,2684
4108,3400,3U,4608
3864,3724,9K,1629
2526,3576,JJ,4867
1636,1330,FR,4296
3560,3502,WN,4547
2191,3144,AI,218
6382,3383,CA,751
1956,3533,NK,4687
3550,2896,UA,5209
4192,3941,A3,96
3621,1850,4O,17885
2275,3391,BR,2091
1538,657,FR,4296
1052,1054,NT,1539
3076,2194,4H,8463
4380,3395,CA,751
1418,346,V7,20577
344,1479,4U,2548
193,3717,AC,330
3382,6351,CZ,1767
734,737,DY,3737
1231,548,TO,8745
3720,3520,AA,24
508,535,U2,2297
3885,2170,MH,3378
262,260,W3,20976
1553,1735,W6,5461
3320,6242,JQ,3052
421,430,AY,2350
3391,9843,HO,3081
3858,4011,FL,1316
1678,346,LH,3320
3832,6712,8V,55
2975,1197,U6,5234
3641,3876,AA,24
16,1423,U2,2297
4078,3364,HU,2660
2442,2564,AR,412
1590,340,LH,3320
1606,580,HV,5039
2994,2176,AI,218
4059,507,AA,24
3797,1780,B6,3029
3599,7087,GV,386
2206,2212,PK,3871
1852,1923,OR,1299
2176,3714,UA,5209
3382,6397,CA,751
1525,1367,FR,4296
1058,1230,IB,2822
4059,4161,KQ,3126
737,2954,B2,1478
146,1824,AM,321
2939,3964,PS,5282
304,1545,FR,4296
340,1742,JP,83
951,1638,DT,5133
3830,3753,AA,24
2177,4330,IR,2922
2402,2397,2P,897
6381,3364,CA,751
156,2397,PR,3952
669,373,FR,4296
4075,1979,VT,692
1382,499,SI,4438
1524,3998,U2,2297
2745,2897,7I,18944
1626,342,4U,2548
1353,293,BJ,3740
3378,3389,HU,2660
4029,2967,S7,4329
2944,1197,WU,13757
548,348,FR,4296
3751,3566,FL,1316
1020,1074,AT,4248
3878,3830,AA,24
1218,1229,IB,2822
2194,2192,WY,3778
507,1613,AA,24
1074,1078,AT,4248
3825,3646,B6,3029
1107,737,ET,2220
3394,3399,CZ,1767
1031,1032,BU,16508
3932,3382,MU,1758
1191,4029,S7,4329
1824,1837,AM,321
4166,1054,FR,4296
2743,2749,9R,4691
3576,1926,AA,24
3576,3877,AA,24
1107,3364,CA,751
1551,1200,OU,1925
4078,2937,2G,1654
4217,3320,EK,2183
8076,2940,FZ,14485
